Meter, Time, W, V, A, WH, Cost, WH/Mo, Cost/Mo, Wmax, Vmax, Amax, Wmin, Vmin, Amin, PF, DC, PC, HZ, VA
ttyUSB0, 2018-10-15 05:06:27.335409, 58.2, 1220, 488, 106551, 852, 129902, 10392, 583, 1221, 505, 582, 1220, 440, 100, 74, 0, 599, 582;
, 
ttyUSB0, 2018-10-15 05:06:28.335736, 58.4, 1219, 679, 106551, 852, 129902, 10392, 584, 1221, 679, 582, 1219, 442, 99, 74, 0, 599, 588;
, 
ttyUSB0, 2018-10-15 05:06:29.339822, 165.5, 1214, 1753, 106552, 852, 129902, 10392, 1655, 1219, 2126, 584, 1212, 679, 100, 74, 0, 599, 1655;
, 
ttyUSB0, 2018-10-15 05:06:30.339185, 209.3, 1214, 1730, 106552, 852, 129902, 10392, 2093, 1215, 1766, 1655, 1213, 1677, 100, 74, 0, 600, 2093;
, 
ttyUSB0, 2018-10-15 05:06:31.336600, 209.4, 1214, 1695, 106553, 852, 129902, 10392, 2094, 1214, 1787, 2093, 1213, 1680, 100, 74, 0, 599, 2094;
, 
ttyUSB0, 2018-10-15 05:06:32.335360, 209.7, 1214, 1697, 106554, 852, 129902, 10392, 2097, 1214, 1764, 2094, 1213, 1685, 99, 74, 0, 600, 2103;
, 
ttyUSB0, 2018-10-15 05:06:33.339208, 209.8, 1214, 1764, 106554, 852, 129903, 10392, 2098, 1215, 1764, 2097, 1213, 1683, 100, 74, 0, 600, 2098;
, 
ttyUSB0, 2018-10-15 05:06:34.341414, 209.9, 1214, 1737, 106555, 852, 129903, 10392, 2099, 1215, 1768, 2098, 1213, 1686, 100, 74, 0, 599, 2099;
, 
ttyUSB0, 2018-10-15 05:06:35.338661, 210.1, 1214, 1705, 106555, 852, 129903, 10392, 2101, 1214, 1800, 2099, 1212, 1687, 99, 74, 0, 599, 2105;
, 
ttyUSB0, 2018-10-15 05:06:36.338125, 210.3, 1214, 1711, 106556, 852, 129903, 10392, 2103, 1214, 1763, 2101, 1213, 1688, 100, 74, 0, 599, 2103;
, 
ttyUSB0, 2018-10-15 05:06:37.342478, 210.6, 1214, 1756, 106557, 852, 129903, 10392, 2106, 1215, 1796, 2103, 1213, 1690, 99, 74, 0, 600, 2110;
, 
ttyUSB0, 2018-10-15 05:06:38.343746, 210.5, 1214, 1728, 106557, 852, 129903, 10392, 2106, 1215, 1765, 2105, 1214, 1687, 100, 74, 0, 600, 2105;
, 
ttyUSB0, 2018-10-15 05:06:39.341716, 210.6, 1213, 1707, 106558, 852, 129903, 10392, 2106, 1214, 1798, 2105, 1212, 1688, 100, 74, 0, 600, 2106;
, 
ttyUSB0, 2018-10-15 05:06:40.341309, 210.9, 1214, 1738, 106558, 852, 129903, 10392, 2109, 1214, 1770, 2106, 1213, 1692, 99, 74, 0, 600, 2115;
, 
ttyUSB0, 2018-10-15 05:06:41.345637, 211.1, 1215, 1759, 106559, 852, 129903, 10392, 2111, 1215, 1792, 2109, 1213, 1695, 99, 74, 0, 600, 2115;
, 
ttyUSB0, 2018-10-15 05:06:42.346779, 211.1, 1214, 1700, 106559, 852, 129903, 10392, 2111, 1215, 1762, 2111, 1214, 1699, 100, 74, 0, 600, 2111;
, 
ttyUSB0, 2018-10-15 05:06:43.344398, 211.3, 1213, 1749, 106560, 852, 129904, 10392, 2113, 1214, 1779, 2111, 1213, 1699, 100, 74, 0, 600, 2113;
, 
ttyUSB0, 2018-10-15 05:06:44.343885, 211.3, 1214, 1741, 106561, 852, 129904, 10392, 2113, 1214, 1772, 2113, 1212, 1701, 100, 74, 0, 599, 2113;
, 
ttyUSB0, 2018-10-15 05:06:45.343529, 211.4, 1214, 1705, 106561, 852, 129904, 10392, 2114, 1215, 1763, 2113, 1213, 1697, 100, 74, 0, 600, 2114;
, 
ttyUSB0, 2018-10-15 05:06:46.347545, 211.5, 1214, 1765, 106562, 852, 129904, 10392, 2115, 1215, 1778, 2114, 1214, 1698, 100, 74, 0, 600, 2115;
, 
ttyUSB0, 2018-10-15 05:06:47.349586, 211.5, 1214, 1725, 106562, 852, 129904, 10392, 2115, 1214, 1773, 2115, 1213, 1708, 99, 74, 0, 600, 2117;
, 
ttyUSB0, 2018-10-15 05:06:48.347198, 211.8, 1213, 1749, 106563, 852, 129904, 10392, 2118, 1214, 1782, 2115, 1212, 1708, 100, 74, 0, 600, 2118;
, 
ttyUSB0, 2018-10-15 05:06:49.346156, 212.0, 1214, 1754, 106564, 852, 129904, 10392, 2120, 1214, 1802, 2118, 1213, 1710, 99, 74, 0, 599, 2126;
, 
ttyUSB0, 2018-10-15 05:06:50.345792, 212.1, 1214, 1705, 106564, 852, 129904, 10392, 2121, 1215, 1777, 2120, 1213, 1705, 100, 74, 0, 600, 2121;
, 
ttyUSB0, 2018-10-15 05:06:51.345293, 212.2, 1213, 1769, 106565, 852, 129904, 10392, 2122, 1215, 1776, 2121, 1213, 1705, 100, 74, 0, 600, 2122;
, 
ttyUSB0, 2018-10-15 05:06:52.349231, 212.1, 1214, 1728, 106565, 852, 129904, 10392, 2122, 1214, 1774, 2121, 1212, 1706, 100, 74, 0, 599, 2121;
, 
ttyUSB0, 2018-10-15 05:06:53.352013, 212.4, 1214, 1742, 106566, 852, 129905, 10392, 2124, 1215, 1804, 2121, 1213, 1707, 100, 74, 0, 600, 2124;
, 
ttyUSB0, 2018-10-15 05:06:54.350812, 212.7, 1214, 1781, 106566, 852, 129905, 10392, 2127, 1215, 1827, 2124, 1213, 1714, 99, 74, 0, 600, 2136;
, 
ttyUSB0, 2018-10-15 05:06:55.348567, 212.8, 1214, 1706, 106567, 852, 129905, 10392, 2128, 1215, 1789, 2127, 1213, 1706, 99, 74, 0, 599, 2131;
, 
ttyUSB0, 2018-10-15 05:06:56.347315, 212.8, 1213, 1764, 106568, 852, 129905, 10392, 2128, 1214, 1779, 2128, 1213, 1705, 100, 74, 0, 599, 2128;
, 
