Meter, Time, W, V, A, WH, Cost, WH/Mo, Cost/Mo, Wmax, Vmax, Amax, Wmin, Vmin, Amin, PF, DC, PC, HZ, VA
ttyUSB0, 2018-10-15 09:29:46.262572, 59.4, 1210, 463, 115257, 922, 130796, 10463, 595, 1211, 528, 594, 1210, 451, 100, 76, 0, 601, 594;
, 
ttyUSB0, 2018-10-15 09:29:47.262900, 64.7, 1205, 1634, 115257, 922, 130796, 10463, 647, 1211, 1653, 594, 1204, 451, 100, 76, 0, 601, 647;
, 
ttyUSB0, 2018-10-15 09:29:48.264548, 204.2, 1203, 1798, 115258, 922, 130796, 10463, 2042, 1205, 1801, 647, 1203, 1631, 100, 76, 0, 601, 2042;
, 
ttyUSB0, 2018-10-15 09:29:49.269289, 210.8, 1203, 1701, 115258, 922, 130796, 10463, 2108, 1204, 1806, 2042, 1203, 1646, 99, 76, 0, 601, 2110;
, 
ttyUSB0, 2018-10-15 09:29:50.267481, 205.4, 1204, 1735, 115259, 922, 130796, 10463, 2108, 1205, 1735, 2054, 1203, 1558, 100, 76, 0, 601, 2054;
, 
ttyUSB0, 2018-10-15 09:29:51.265490, 204.9, 1205, 1595, 115259, 922, 130796, 10463, 2054, 1206, 1756, 2049, 1204, 1556, 100, 76, 0, 601, 2049;
, 
ttyUSB0, 2018-10-15 09:29:52.265233, 204.8, 1204, 1706, 115260, 922, 130796, 10463, 2049, 1206, 1802, 2048, 1203, 1570, 100, 76, 0, 601, 2048;
, 
ttyUSB0, 2018-10-15 09:29:53.268133, 204.9, 1203, 1720, 115260, 922, 130797, 10463, 2049, 1205, 1773, 2048, 1203, 1570, 100, 76, 0, 601, 2049;
, 
ttyUSB0, 2018-10-15 09:29:54.267255, 204.9, 1204, 1707, 115261, 922, 130797, 10463, 2049, 1204, 1791, 2049, 1203, 1571, 100, 76, 0, 601, 2049;
, 
ttyUSB0, 2018-10-15 09:29:55.265142, 204.6, 1204, 1766, 115262, 922, 130797, 10463, 2049, 1205, 1769, 2046, 1203, 1552, 100, 76, 0, 601, 2046;
, 
ttyUSB0, 2018-10-15 09:29:56.265433, 204.2, 1205, 1568, 115262, 922, 130797, 10463, 2046, 1205, 1772, 2042, 1203, 1568, 100, 76, 0, 601, 2042;
, 
ttyUSB0, 2018-10-15 09:29:57.263745, 204.0, 1204, 1590, 115263, 922, 130797, 10463, 2042, 1205, 1761, 2040, 1203, 1566, 100, 76, 0, 601, 2040;
, 
ttyUSB0, 2018-10-15 09:29:58.264032, 204.3, 1205, 1573, 115263, 922, 130797, 10463, 2043, 1205, 1774, 2040, 1203, 1573, 99, 76, 0, 601, 2049;
, 
ttyUSB0, 2018-10-15 09:29:59.261932, 204.4, 1206, 1339, 115264, 922, 130797, 10463, 2044, 1206, 1735, 2043, 1203, 1339, 100, 76, 0, 601, 2044;
, 
ttyUSB0, 2018-10-15 09:30:00.259706, 188.0, 1203, 1715, 115264, 922, 130797, 10463, 2044, 1207, 1732, 1880, 1203, 1241, 100, 76, 0, 601, 1880;
, 
ttyUSB0, 2018-10-15 09:30:01.258545, 208.9, 1203, 1703, 115265, 922, 130797, 10463, 2089, 1204, 1767, 1880, 1203, 1687, 100, 76, 0, 601, 2089;
, 
ttyUSB0, 2018-10-15 09:30:02.258216, 208.9, 1203, 1737, 115266, 922, 130797, 10463, 2089, 1204, 1777, 2089, 1201, 1554, 100, 76, 0, 601, 2089;
, 
ttyUSB0, 2018-10-15 09:30:03.256792, 208.4, 1205, 1603, 115266, 922, 130797, 10463, 2089, 1205, 1811, 2084, 1202, 1590, 100, 76, 0, 601, 2084;
, 
ttyUSB0, 2018-10-15 09:30:04.257686, 208.2, 1204, 1703, 115267, 922, 130797, 10463, 2084, 1205, 1818, 2082, 1203, 1586, 100, 76, 0, 601, 2082;
, 
ttyUSB0, 2018-10-15 09:30:05.254727, 201.5, 1203, 1715, 115267, 922, 130797, 10463, 2082, 1205, 1777, 2015, 1203, 1573, 99, 76, 0, 601, 2035;
, 
ttyUSB0, 2018-10-15 09:30:06.255170, 207.9, 1204, 1705, 115268, 922, 130797, 10463, 2079, 1204, 1814, 2015, 1202, 1594, 100, 76, 0, 601, 2079;
, 
ttyUSB0, 2018-10-15 09:30:07.253071, 207.3, 1204, 1622, 115268, 922, 130798, 10463, 2079, 1204, 1792, 2073, 1202, 1574, 100, 76, 0, 601, 2073;
, 
ttyUSB0, 2018-10-15 09:30:08.253900, 207.3, 1204, 1699, 115269, 922, 130798, 10463, 2073, 1205, 1788, 2073, 1203, 1574, 100, 76, 0, 601, 2073;
, 
ttyUSB0, 2018-10-15 09:30:09.251547, 206.9, 1205, 1599, 115269, 922, 130798, 10463, 2073, 1205, 1822, 2069, 1203, 1599, 100, 76, 0, 601, 2069;
, 
ttyUSB0, 2018-10-15 09:30:10.257209, 206.9, 1203, 1766, 115270, 922, 130798, 10463, 2069, 1205, 1817, 2069, 1202, 1578, 100, 76, 0, 601, 2069;
, 
ttyUSB0, 2018-10-15 09:30:11.257518, 207.0, 1204, 1557, 115271, 922, 130798, 10463, 2070, 1205, 1780, 2069, 1202, 1557, 100, 76, 0, 601, 2070;
, 
ttyUSB0, 2018-10-15 09:30:12.256695, 183.3, 1204, 1608, 115271, 922, 130798, 10463, 2070, 1206, 1614, 1833, 1204, 1246, 99, 76, 0, 601, 1840;
, 
ttyUSB0, 2018-10-15 09:30:13.255407, 195.5, 1204, 1604, 115272, 922, 130798, 10463, 1955, 1205, 1647, 1833, 1204, 1587, 100, 76, 0, 601, 1955;
, 
ttyUSB0, 2018-10-15 09:30:14.255901, 195.7, 1203, 1672, 115272, 922, 130798, 10463, 1957, 1204, 1674, 1955, 1203, 1604, 100, 76, 0, 601, 1957;
, 
ttyUSB0, 2018-10-15 09:30:15.253733, 203.1, 1203, 1729, 115273, 922, 130798, 10463, 2031, 1204, 1757, 1957, 1203, 1650, 100, 76, 0, 601, 2031;
, 
ttyUSB0, 2018-10-15 09:30:16.251579, 209.5, 1204, 1679, 115273, 922, 130798, 10463, 2095, 1204, 1745, 2031, 1203, 1679, 100, 76, 0, 601, 2095;
, 
